file,context,source,translation,category,suggested_check
st_Chinese.ts,StSubParameterDialog,Variable setting error!,变量设置错误！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StSubParameterDialog,Warning,警告,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StSubStrateDialog,warning!,警告！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StSubStrateDialog,Cannot delete last substrate layer!,不能删除最后的介质层！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StSubStrateDialog,Thickness cannot be empty!,厚度不能为空！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StSweepAlongAxisDialog,The plane cannot be perpendicular to the rotation axis.,平面不能垂直于旋转轴。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StSweepAlongAxisDialog,"Sweep failed, Result model is invalid.",扫描失败，结果无效。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StSweepAlongAxisDialog,Rotation angle error. Please input a value with an absolute value ≧ 1e-3.,旋转角度错误，请输入一个绝对值大于等于1e-3的值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StSweepAlongPathDialog,"Sweep failed, Result model is invalid.",扫描失败，结果无效。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTimeDomainWidget,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTimeDomainWidget,Snapshot Recording Interval is empty.,快照记录间隔为空。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTimeDomainWidget,Receiver Recording Interval is empty.,接收器记录间隔为空。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StToroidalSpiralDialog,The starting point is wrong. Please enter a correct value.,起始点错误，请输入一个正确的值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The U axis is wrong, please input a correct value.",U轴错误，请输入正确值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The V axis is wrong, please input a correct value.",V轴错误，请输入正确值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The outer radius of the toroidal spiral is wrong, please enter a value greater than 0.",环形螺旋线圈的外半径错误，请输入大于0的数值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The inner radius of the toroidal spiral is wrong, please enter a value greater than 0.",环形螺旋线圈的内半径错误，请输入大于0的数值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The cross-sectional radius of the toroidal spiral coil is wrong, please enter a value greater than 0.",环形螺旋线圈的横截面积错误，请输入大于0的数值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The cross-sectional radius of the toroidal spiral coil is wrong, please confirm that the input value is less than the inner and outer radius.",环形螺旋线圈的横截面积错误，请确认输入值小于内外半径。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The number of toroidal spiral coil turns is empty, please enter the number of coil turns.",环形螺旋线圈的线圈匝数为空，请输入线圈匝数。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,"The number of toroidal spiral coil turns is wrong, please confirm that the input value is greater than 1e-3.",环形螺旋线圈的线圈匝数错误，请确保输入数值大于1e-3。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StToroidalSpiralDialog,The toroidal spiral name is empty.,环形螺旋名称为空。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StToroidalSpiralDialog,The starting angle is wrong,起始角度错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StToroidalSpiralDialog,"The ending angle is wrong,",终止角度错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTouchstoneDialog,parameter is not exist.,参数不存在。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StTouchstoneDialog,This mode can't use renormalize.,此模式不能使用重归一化。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformLocalCoordinateSystemDialog,Move U error.,移动U轴错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformLocalCoordinateSystemDialog,Move V error.,移动V轴错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformLocalCoordinateSystemDialog,Move W error.,移动W轴错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformLocalCoordinateSystemDialog,Rotate U error.,旋转U轴错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformLocalCoordinateSystemDialog,Rotate V error.,旋转V轴错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformLocalCoordinateSystemDialog,Rotate W error.,旋转W轴错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformationDialog,The name suffix cannot be empty.,名称后缀不能为空。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformationDialog,The disk array name already exists. Enter a new one.,阵列名称不能重复使用，该阵列名称已存在，请重新输入。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StTransformationDialog,The plane normal vector cannot be less than or equal to 1e-6.,平面法向向量不能小于等于1e-6 。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StTransformationDialog,The normal vector of the coordinate axis cannot be less than or equal to 1e-6.,坐标轴法向向量不能小于等于1e-6 。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StTransformationDialog,Selected face can't split target,所选面无法分割目标,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StTransformationDialog,"Face magnification failure, unknown reason",面放大失败，未知原因,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StVariablesDialog,"The variable ""%1"" is being used by other variables, or geometry, or SEM solver setup, etc., can not be deleted",变量%1正被其他变量、几何体或SEM求解器设置等使用，无法删除,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,StVariablesDialog,variable Name: %1 format error,变量名称：%1格式错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StVariablesDialog,"The variable '%1' can not be evaluated, please check the input.",变量%1不能被计算，请检查输入。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StVariablesDialog,"Variable name can't start with ""or""","变量名不能以“or""开头",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StVariablesDialog,"Variable name can't start with ""and""","变量名不能以“and""开头",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StVariablesDialog,"Variable name can't start with ""xor""","变量名不能以“xor""开头",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,Failed to create json file!,无法创建json文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,Couldn't open json tsp file!,无法打开json tsp文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,Couldn't open xml tsp file!,无法打开xml tsp文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,Fail to load project file! please check file format.,无法加载工程文档！请检查文件形式。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,"Can't allocate memory for the new project, quit!",无法为新项目分配内存，请退出！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,Couldn't get physic type info in file content!,无法在文件内容中获得物理类型的信息！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,Failed to save imported model data.,保存导入模型数据失败。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Project file cannot be written, the file may be read-only.",无法写入项目文件，该文件可能是只读的。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,"Content is invalid, missing project node!",内容无效，丢失工程文件节点！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,"Content is invalid, have one line error!",内容无效，存在一行错误！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Content is invalid, please check file first!",内容无效，请先检查文件！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,"Project file version error, application support",工程文件版本错误，应用程序支持,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,Fail to create source backup file!,创建源备份文件失败！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,Fail to load doc from json data!,无法从json数据加载文档！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,Fail to create focus project object!,创建焦点项目对象失败！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,Fail to open import file pcb!,无法打开导入的pcb文件！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,Fail to load doc from json pcb!,无法从json数据加载文档！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of boardoutline,please check!",缺少boardoutline的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of keepouts,please check!",缺少keepputs的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of objects,please check!",缺少对象的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of layersinfo,please check!",缺少层信息的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of name,please check!",缺少名字的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of ports,please check!",缺少端口的关键字，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Missing key of options,please check!",缺少选项的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing array of boardoutline,please check!",缺少板边界数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing array of objects,please check!",缺少对象数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing array of layersinfo,please check!",缺少层信息数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing string type of name,please check!",缺少名称的字符串类型，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing array of ports,please check!",缺少端口数组，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Missing ports of signal net,please check!",信号网的端口丢失，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"That is not one xy value in signal net port,please check!",在信号网络端口中没有一个xy值，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Missing array of options,please check!",缺少选项数组，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Start frequnce too small,please check!",起始频率太小，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Stop frequnce too small,please check!",终止频率太小，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Count of point is too less, please check!",点数太少，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Degree beyond 180, this is abnormal data, please check!",角度超过180，这是一个异常数据，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing the net [GND] in ports or in objects, please check!",在端口或对象中缺少GND，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Missing the layer [Top Layer] in layersInfo or objects, please check!",在顶部层信息或对象中缺少层，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing the layer [Bottom Layer] in layersInfo or objects, please check!",在底部层信息或对象中缺少层，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing the field startTime in TDR param list, please check!",TDR参数列表中缺少起始时间，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"Missing the field stopTime in TDR param list, please check!",TDR参数列表中缺少终止时间，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"Missing the field delay in TDR param list, please check!",TDR参数列表中缺少字段延迟，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"Missing the field samplePoints in TDR param list, please check!",TDR参数列表中缺少samplePoints，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"Missing the field resultType in TDR param list, please check!",TDR参数列表中缺少结果类型，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"Missing the field respondType in TDR param list, please check!",TDR参数列表中缺少响应类型，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"Missing the field window in TDR param list, please check!",TDR参数列表中缺少窗口，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"Missing the field riseTime in TDR param list, please check!",TDR参数列表中缺少riseTime，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"The step too small(less than 1e-18) due to sample points error in TDR param calculate, please check!",由于采样点错误，步长过小（小于1e-18），导致TDR参数计算错误，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"The window value error in TDR param list, please check!",TDR参数列表中窗口值错误，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"The sample count less 3 or beyond 10000 in TDR param list, please check!",TDR参数列表中的采样数量小于3或超过10000，请检查！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDA,"The sample Time long error (stop minus start less than 1e-18) in TDR param calculate, please check!",采样时间过长错误（停止时间与起始时间之差小于1e-18），请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of projectId,please check!",缺少项目ID的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of NO-SIM,please check!",缺少NO-SIM的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing key of layer in port,please check!",端口中缺少层的关键字，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Missing key of nets in port,please check!",端口中缺少网络的关键字，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Missing key of name in port, please check!",端口中缺少名字的关键字，请检查！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavEDA,"Missing string type of projectId,please check!",缺少项目ID的字符串类型，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing int type of NO-SIM,please check!",缺少NO-SIM整数类型，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Fail to create tdr file,please check!",创建tdr文件失败，请检查！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,"Missing key of timestampSim,please check!",缺少timestampSim的关键字，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Missing int type of timestampSim,please check!",缺少timestampSim的整数类型，请检查！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,Fail to sperate one face to sub-face!,无法从一个面分割为一个子面！,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StWavEDA,Circuit projects with higher version cannot be opened. Please install the lastest version.,无法打开高版本的电路文件，请安装最新版本。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,unknown error,未知错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Auto save error, please reslove the problem, then turn on the Auto save again.",自动保存错误，请解决问题，然后重新打开自动保存。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,"Locked-project, maybe being used by another user or some abnormal!                            open (OK) or DO NOT open(Cancel)?",锁定的项目，可能正被其他用户或某些异常用户使用！                             打开（确认）或不打开（取消）？,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDA,"Project file cannot be written, the save path may not exist.",无法写入项目文件，保存路径可能不存在。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDA,Warning,警告,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDAProjectWindow,Setup failed,设置失败,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDAProjectWindow,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDAProjectWindow,Server IP is empty.,服务器IP为空。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavEDAProjectWindow,Server IP is format error.,服务器IP格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWavEDAProjectWindow,AutoSave Time is format error.,自动保存时间格式错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDAProjectWindow,"File not exists, it has been deleted、 renamed or moved!",文件不存在，它已被删除、重命名或移动！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDAProjectWindow,fail to copy the data foler from installed path to user home path!,安装文件夹的数据文件复制到用户文件夹失败！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDAProjectWindow,the sourceFile does not exist!,该激励源的文件不存在！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDAProjectWindow,Unable to copy file!,文件不可复制！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDAProjectWindow,copy file doesn't exist!,复制文件不存在！,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavEDASolverDialog,False,错误的,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavePortWindow,Export failed! Please check if the file path has write permissions.,导出失败！请检查该文件路径是否有写入权限。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavePortWindow,"The FFmpeg path does not exist, please set it first.",FFmpeg路径不存在，请重新设置。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StWavePortWindow,"The FFmpeg executable does not exist, please check.",可执行FFmpeg不存在，请检查。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavePortWindow,Phase cannot be equal to zero.,相位不能为0。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavePortsDialog,Posteriori Error Target,后验误差目标,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StWavePortsDialog,The coordinate input for the wave port surface is incorrect. Please create a rectangle parallel to the xoy/yoz/xoz plane.,波端口面的坐标输入错误，请建立平行于xoy/yoz/xoz平面的矩形。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavePortsDialog,"The port label cannot be empty, because results identify ports is by port label.",端口标签不能为空，因为结果通过端口标签识别端口。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWavelengthCalculateDialog,"Import failed, material already exists.",导入失败，材料已存在。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StWireBondTemplateDialog,input value cannot be less than or equal to,输入值不能小于或等于,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWireBondTemplateDialog,input value cannot be greater than or equal to,输入值不能大于或等于,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWireBondTemplateDialog,The wirebond template name is empty. Please enter the wirebond template name.,键合线模板名称为空，请输入键合线模板名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StWireBondTemplateDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_core_Chinese.ts,QObject,The number of component pins is incorrect.,组件引脚数量错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_core_Chinese.ts,QObject,Component pin Id is abnormal. (Line id is abnormal),组件引脚Id异常。(线的id异常),几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_core_Chinese.ts,QObject,The 'Model' name selected for the component does not exist. Please check the existing 'Model' component name or select a new 'Model' component.,组件选择的'Model'名称不存在，请检查当前已存在的‘Model’组件名称或重新选择一个'Model'组件。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_core_Chinese.ts,QObject,The sweep type of the simulation control is incorrect and exceeds the selectable range.,仿真控件的扫频类型错误，超出可选择范围。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
